uid;DATE;OLD_TARIF;OLD_PRICE;NEW_TARIF;NEW_PRICE
10039511;01.12.16 9:41;Интернет;400;Нет интернета;0
10169496;28.12.16 8:26;Интернет 2015;399;Нет интернета;0
10187036;31.12.16 10:56;Нет интернета;0;Снова вместе 70;350
10144753;02.10.15 15:54;Интернет;400;Снова вместе 70;350
10101227;18.09.15 9:46;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10084524;06.02.16 11:56;Нет интернета;0;Снова вместе 70;350
10064298;23.04.15 15:23;Интернет;400;Нет интернета;0
10113167;26.04.16 0:03;ПРОСТО Класс 500 ускорение;380;Любимый Абонент 70;350
10176451;13.05.16 9:42;Нет интернета;0;Снова вместе 70;350
10083544;09.03.16 15:20;Нет интернета;0;Интернет 2015;399
10121980;11.02.16 9:05;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10125773;01.09.14 0:55;ЛК600;600;Интернет;400
10077040;03.03.15 17:58;Нет интернета;0;Интернет;400
10087348;11.06.13 14:27;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10027473;29.07.16 8:28;Нет интернета;0;Снова вместе 70;350
10122820;02.11.13 11:19;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10184515;19.11.16 11:04;Снова вместе 70;350;Интернет 99;399
10151625;30.07.16 10:08;Нет интернета;0;Снова вместе 70;350
10172361;13.02.16 12:16;Нет интернета;0;Снова вместе 50;300
10131211;02.03.15 16:24;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10123100;05.11.13 13:35;Нет интернета;0;ПРОСТО Класс 700 ускорение;580
10128548;16.12.15 9:10;Серебряный;679;Нет интернета;0
10073660;31.03.15 16:36;Интернет;400;Нет интернета;0
10183167;12.01.17 9:44;Снова вместе 70;350;Нет интернета;0
10152140;28.01.15 12:28;Нет интернета;0;Интернет;400
10092147;08.11.14 15:04;ПРОСТО Класс 600 плюс;480;Интернет;400
10092147;30.03.15 14:27;Интернет;400;Нет интернета;0
10182446;04.10.16 9:35;Нет интернета;0;Интернет 2015;399
10140303;05.11.14 15:57;ПРОСТО Класс 600 ускорение;480;Интернет;400
10140303;20.04.15 14:59;Интернет;400;Нет интернета;0
10123447;07.11.13 13:04;Нет интернета;0;ПРОСТО Класс 600 ускорение;480
10081027;07.11.13 16:36;Сёрфинг;300;ПРОСТО Класс 500 ускорение;380
10083544;19.03.16 12:03;Интернет 2015;399;Специальный 70;350
10027923;30.04.15 13:57;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10179068;07.12.16 8:57;Интернет;400;Нет интернета;0
10123485;09.11.13 12:48;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10086492;21.05.16 11:31;Нет интернета;0;Интернет 2015;399
10086637;16.01.16 12:45;Нет интернета;0;Снова вместе 70;350
10059679;29.10.16 12:49;Нет интернета;0;Интернет 2015;399
10125773;20.05.16 9:32;Интернет;400;Нет интернета;0
10104063;03.02.16 9:29;Интернет;400;Нет интернета;0
10042270;29.10.15 14:55;Интернет 2015;399;Снова вместе 70;350
10179790;03.08.16 12:53;Нет интернета;0;Снова вместе 70;350
10146418;14.09.16 8:52;Интернет;400;Нет интернета;0
10155928;06.04.15 18:57;Нет интернета;0;Интернет;400
10111344;15.07.15 9:48;Нет интернета;0;Интернет;400
10135138;24.03.15 18:40;Нет интернета;0;Интернет;400
10130517;15.03.16 10:14;ПРОСТО Класс 600 ускорение;480;Интернет;400
10042270;19.05.16 8:54;Снова вместе 70;350;Нет интернета;0
10138288;06.06.15 19:31;Сёрфинг;300;Интернет;400
10148231;06.08.16 11:41;Нет интернета;0;Интернет 2015;399
10076062;29.12.15 9:26;Нет интернета;0;Снова вместе 50;300
10124066;14.11.13 10:53;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10124066;14.11.13 10:55;ПРОСТО Класс 500 ускорение;380;Сёрфинг+;500
10045671;15.11.13 11:17;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10177282;27.05.16 10:07;Нет интернета;0;Интернет 2015;399
10187036;31.12.16 10:56;Снова вместе 70;350;Интернет 99;399
10117238;24.12.15 9:49;Нет интернета;0;Снова вместе 70;350
10090831;15.11.13 17:35;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10090831;15.11.13 17:36;ПРОСТО Класс 500 ускорение;380;ПРОСТО Класс 600 ускорение;480
10116192;16.03.16 13:21;Нет интернета;0;Снова вместе 50;300
10120365;16.11.13 15:03;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10124376;17.11.13 13:06;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10034361;18.11.13 11:30;Нет интернета;0;ПРОСТО Класс 600 плюс;480
10117238;25.12.15 10:47;Снова вместе 70;350;Интернет 2015;399
10181745;12.09.16 11:40;Нет интернета;0;Интернет 2015;399
10035288;18.05.15 11:39;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10068526;04.03.16 10:14;Нет интернета;0;Снова вместе 50;300
10024430;20.11.13 15:39;ПРОСТО Класс 500 ускорение;380;ПРОСТО Класс 600 ускорение;480
10083428;21.11.14 12:54;ПРОСТО Класс 600 плюс;480;Специальный 50;250
10083428;08.05.15 15:14;Специальный 50;250;Нет интернета;0
10181745;12.01.17 9:47;Интернет 2015;399;Нет интернета;0
10087348;04.12.15 9:00;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10162570;30.08.15 19:22;Нет интернета;0;Снова вместе 50;300
10170745;15.01.16 9:51;Нет интернета;0;Интернет 2015;399
10171463;28.01.16 10:02;Нет интернета;0;Снова вместе 50;300
10152408;27.08.15 9:42;Интернет;400;Нет интернета;0
10060124;12.01.17 9:48;Интернет;400;Нет интернета;0
10077202;23.04.14 8:39;Сёрфинг;300;ПРОСТО Класс 500 ускорение;380
10040827;05.05.15 14:34;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10171463;29.11.16 8:43;Снова вместе 50;300;Нет интернета;0
10154178;13.05.15 14:52;Интернет;400;Нет интернета;0
10144753;05.01.16 8:48;Снова вместе 70;350;Нет интернета;0
10024109;23.03.15 18:43;ПРОСТО Класс 500 ускорение;380;Специальный 50;250
10103368;08.06.15 10:08;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10062865;30.12.16 8:40;Интернет;400;Интернет 2015;399
10129331;22.01.14 15:00;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10066178;17.10.14 11:14;Нет интернета;0;Интернет;400
10066178;09.04.15 17:06;Интернет;400;Нет интернета;0
10176779;14.05.16 11:12;Нет интернета;0;Интернет 2015;399
10124837;15.03.16 10:14;ПРОСТО Класс 600 плюс;480;Интернет;400
10162570;15.07.16 9:26;Снова вместе 50;300;Нет интернета;0
10183420;15.10.16 11:04;Нет интернета;0;Интернет 2015;399
10109544;28.04.15 12:09;Нет интернета;0;ПРОСТО Класс 600 ускорение;480
10147924;24.11.14 12:00;Нет интернета;0;Интернет;400
10147924;16.06.15 9:04;Интернет;400;Нет интернета;0
10179790;06.12.16 8:39;Снова вместе 70;350;Нет интернета;0
10111344;01.10.15 9:56;Интернет;400;Нет интернета;0
10035985;10.03.16 9:58;Нет интернета;0;Интернет 2015;399
10117462;04.10.16 9:54;Нет интернета;0;Интернет 2015;399
10148197;27.11.14 14:08;Нет интернета;0;Интернет;400
10176249;03.05.16 11:12;Нет интернета;0;Снова вместе 70;350
10118253;16.07.16 13:11;Специальный 50;250;Интернет;400
10064298;23.04.16 12:49;Нет интернета;0;Снова вместе 70;350
10087600;10.03.16 10:00;Нет интернета;0;Специальный 50;250
10151041;13.01.15 16:09;Нет интернета;0;Интернет;400
10151041;13.05.15 15:29;Интернет;400;Нет интернета;0
10136387;16.06.15 18:26;Нет интернета;0;Снова вместе 50;300
10037770;02.10.14 13:38;Нет интернета;0;Интернет;400
10037770;27.04.15 13:30;Интернет;400;Нет интернета;0
10026711;03.09.15 9:56;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10022011;01.12.13 1:20;ПРОСТО Класс 500 ускорение;380;Сёрфинг;300
10138192;23.01.15 13:31;Нет интернета;0;Интернет;400
10138192;29.06.15 8:44;Интернет;400;Нет интернета;0
10148518;02.12.14 20:13;Нет интернета;0;Интернет;400
10148518;29.05.15 15:05;Интернет;400;Нет интернета;0
10136387;23.03.16 9:22;Снова вместе 50;300;Нет интернета;0
10026078;01.12.13 1:20;ПРОСТО Класс 600 ускорение;480;Сёрфинг+;500
10025762;01.12.13 1:20;ПРОСТО Класс 500 ускорение;380;Сёрфинг;300
10114619;04.10.16 10:00;Нет интернета;0;Интернет 2015;399
10169962;27.12.15 10:53;Нет интернета;0;Снова вместе 70;350
10002289;27.04.15 13:35;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10162901;15.01.16 9:52;Снова вместе 50;300;Нет интернета;0
10041845;09.04.15 19:10;Нет интернета;0;Интернет;400
10155182;30.03.15 11:44;Нет интернета;0;Интернет;400
10155182;29.06.15 8:48;Интернет;400;Нет интернета;0
10177743;04.06.16 11:42;Нет интернета;0;Интернет 2015;399
10143191;22.09.14 12:55;Нет интернета;0;Интернет;400
10143191;29.06.15 8:54;Интернет;400;Нет интернета;0
10116259;27.10.14 10:44;Нет интернета;0;Интернет;400
10116259;27.04.15 13:36;Интернет;400;Нет интернета;0
10031012;07.07.16 9:32;Нет интернета;0;Интернет 2015;399
10157118;29.04.15 11:36;Нет интернета;0;Интернет;400
10123100;02.12.13 9:01;ПРОСТО Класс 700 ускорение;580;Золотой;629
10143617;03.05.16 11:15;Нет интернета;0;Интернет 2015;399
10173827;16.03.16 13:34;Нет интернета;0;Снова вместе 70;350
10112028;02.06.15 12:36;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10170132;14.01.16 10:26;Нет интернета;0;Снова вместе 50;300
10161017;30.12.16 8:43;Снова вместе 70;350;Нет интернета;0
10064527;23.03.15 9:38;Нет интернета;0;Интернет;400
10064527;16.04.15 16:08;Интернет;400;Нет интернета;0
10140433;19.05.15 13:03;Серебряный;679;Нет интернета;0
10170765;16.01.16 13:13;Нет интернета;0;Интернет 2015;399
10030678;23.07.16 10:39;Нет интернета;0;Снова вместе 50;300
10126558;06.11.14 11:33;ПРОСТО Класс 600 ускорение;480;Интернет;400
10146842;08.11.14 13:46;Нет интернета;0;Интернет;400
10146842;29.05.15 15:44;Интернет;400;Нет интернета;0
10125373;06.12.13 13:53;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10081411;26.04.16 0:03;ПРОСТО Класс 500 ускорение;380;Любимый Абонент 70;350
10125581;06.12.13 20:52;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10136742;03.02.16 9:38;Нет интернета;0;Интернет 2015;399
10180982;27.12.16 9:00;Интернет 2015;399;Нет интернета;0
10061596;23.07.16 10:41;Нет интернета;0;Снова вместе 70;350
10027880;09.12.13 12:22;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10089242;18.11.14 15:05;Нет интернета;0;Интернет;400
10089242;30.04.15 15:48;Интернет;400;Нет интернета;0
10088846;18.09.15 16:41;Интернет;400;Интернет 2015;399
10126182;10.12.13 12:44;Нет интернета;0;ПРОСТО Класс 600 ускорение;480
10129620;29.11.16 8:49;Сёрфинг;300;Нет интернета;0
10102764;11.10.14 11:30;Нет интернета;0;Интернет;400
10102764;01.07.15 10:53;Интернет;400;Нет интернета;0
10071004;21.05.15 15:26;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10126302;11.12.13 14:57;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10082635;16.06.15 9:38;Сёрфинг;300;Нет интернета;0
10061578;21.05.15 15:29;Нет интернета;0;Интернет;400
10069133;03.06.15 14:30;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10178344;25.06.16 14:00;Нет интернета;0;Интернет 2015;399
10145831;08.04.15 16:31;Интернет;400;Нет интернета;0
10126520;13.12.13 11:53;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10024109;25.05.15 14:06;Специальный 50;250;Нет интернета;0
10157118;21.05.15 15:36;Интернет;400;Нет интернета;0
10083622;02.06.16 9:03;Нет интернета;0;Специальный 50;250
10029885;19.11.12 11:51;Нет интернета;0;ПРОСТО Класс 600 ускорение;480
10035977;19.03.16 12:13;Нет интернета;0;Снова вместе 50;300
10069464;27.09.14 18:55;ПРОСТО Класс 500 ускорение;380;Интернет;400
10069464;04.06.15 16:45;Интернет;400;Нет интернета;0
10126659;16.12.13 16:12;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10152070;27.03.15 14:08;Интернет;400;Нет интернета;0
10029885;01.12.15 10:49;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10077550;25.05.15 14:10;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10154577;12.05.15 13:26;Интернет;400;Нет интернета;0
10057182;25.09.14 17:22;ПРОСТО Класс 500 ускорение;380;Интернет;400
10057182;18.05.15 14:15;Интернет;400;Нет интернета;0
10172404;13.02.16 11:51;Нет интернета;0;Интернет 2015;399
10123100;19.12.13 14:52;Золотой;629;Серебряный;679
10010823;01.04.14 10:55;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10178748;03.07.16 10:42;Нет интернета;0;Снова вместе 50;300
10173896;18.03.16 9:26;Нет интернета;0;Снова вместе 50;300
10091789;15.07.16 9:27;Нет интернета;0;Интернет 2015;399
10057599;30.01.16 11:12;Нет интернета;0;Специальный 50;250
10112945;25.06.15 10:45;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10077038;22.12.13 15:51;Сёрфинг;300;Сёрфинг+;500
10079575;27.03.15 14:20;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10143671;27.04.15 14:40;Интернет;400;Нет интернета;0
10125044;23.12.13 13:46;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10184515;15.12.16 9:05;Интернет 99;399;Нет интернета;0
10172404;16.02.16 10:02;Интернет 2015;399;Снова вместе 70;350
10174396;26.03.16 13:06;Нет интернета;0;Снова вместе 50;300
10169593;25.12.15 10:55;Нет интернета;0;Снова вместе 50;300
10178207;17.06.16 18:03;Нет интернета;0;Снова вместе 50;300
10130517;26.07.16 8:56;Интернет;400;Нет интернета;0
10181425;08.10.16 13:09;Интернет 2015;399;Специальный 50;250
10160118;03.05.16 11:22;Нет интернета;0;Снова вместе 50;300
10020231;26.03.16 13:08;Нет интернета;0;Интернет 2015;399
10156717;21.04.15 14:12;Нет интернета;0;Интернет;400
10145074;27.04.15 14:47;Интернет;400;Нет интернета;0
10064527;13.07.15 9:08;Нет интернета;0;Снова вместе 70;350
10063721;23.04.16 13:12;Нет интернета;0;Снова вместе 70;350
10124837;24.11.16 9:11;Интернет;400;Нет интернета;0
10148197;07.12.16 9:00;Интернет;400;Нет интернета;0
10179710;02.08.16 9:54;Нет интернета;0;Снова вместе 50;300
10154178;04.03.15 19:35;Нет интернета;0;Интернет;400
10156584;20.04.15 18:34;Нет интернета;0;Интернет;400
10085459;27.12.13 18:49;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10178767;03.07.16 11:36;Нет интернета;0;Интернет 2015;399
10184369;12.11.16 10:55;Нет интернета;0;Интернет 2015;399
10127231;30.12.13 14:13;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10075080;30.12.13 17:52;Нет интернета;0;ПРОСТО Класс 600 плюс;480
10061578;07.11.14 18:23;Нет интернета;0;Интернет;400
10061578;20.05.15 15:07;Интернет;400;Нет интернета;0
10153147;17.07.15 21:10;Нет интернета;0;Снова вместе 50;300
10072146;01.12.16 9:54;Нет интернета;0;Интернет 2015;399
10181299;06.09.16 9:16;Снова вместе 70;350;Интернет 2015;399
10096152;29.08.15 12:33;Нет интернета;0;Снова вместе 70;350
10169163;25.12.15 10:59;Нет интернета;0;Интернет 2015;399
10177382;20.12.16 19:17;Нет интернета;0;Снова вместе 70;350
10126883;01.09.14 0:55;ЛК600;600;Интернет;400
10068679;18.03.16 9:30;Нет интернета;0;Снова вместе 70;350
10037770;01.01.14 1:20;ПРОСТО Класс 500 ускорение;380;Сёрфинг;300
10086583;06.05.15 14:26;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10103048;01.09.14 0:55;ЛК600;600;Интернет;400
10067832;01.01.14 1:20;ПРОСТО Класс 500 ускорение;380;Сёрфинг;300
10169433;29.12.15 22:35;Нет интернета;0;Снова вместе 50;300
10119536;09.04.16 11:25;Нет интернета;0;Снова вместе 50;300
10044990;26.03.16 13:10;Нет интернета;0;Снова вместе 50;300
10129122;26.05.15 16:16;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10086418;15.05.15 16:57;Сёрфинг+;500;Нет интернета;0
10152140;14.07.16 8:33;Интернет;400;Нет интернета;0
10019599;05.10.13 11:37;Актив;370;ПРОСТО Класс 500 ускорение;380
10113167;10.01.17 11:01;Любимый Абонент 70;350;Нет интернета;0
10028267;09.01.14 10:35;Сёрфинг;300;ПРОСТО Класс 500 ускорение;380
10036392;26.03.16 13:39;Нет интернета;0;Снова вместе 70;350
10147522;19.11.14 19:56;Нет интернета;0;Интернет;400
10147522;01.06.15 16:10;Интернет;400;Нет интернета;0
10173689;12.03.16 14:23;Нет интернета;0;Снова вместе 50;300
10043202;08.07.16 9:40;Нет интернета;0;Снова вместе 50;300
10126883;07.04.16 9:47;Интернет;400;Нет интернета;0
10116228;25.05.15 15:29;Интернет;400;Нет интернета;0
10099733;27.05.15 12:04;Нет интернета;0;Интернет;400
10172399;13.02.16 12:49;Нет интернета;0;Интернет 2015;399
10140754;05.05.16 9:40;Нет интернета;0;Снова вместе 50;300
10045614;16.03.16 13:59;Нет интернета;0;Снова вместе 70;350
10109544;27.04.15 15:50;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10162250;15.04.16 9:33;Нет интернета;0;Интернет 2015;399
10174390;26.03.16 13:53;Нет интернета;0;Снова вместе 70;350
10179499;30.07.16 10:14;Нет интернета;0;Снова вместе 70;350
10043220;17.01.14 14:34;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10086631;17.01.14 16:45;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10150446;28.12.14 19:51;Нет интернета;0;Интернет;400
10150446;12.05.15 15:13;Интернет;400;Нет интернета;0
10073660;19.01.14 11:55;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10154376;11.03.15 15:38;Нет интернета;0;Интернет;400
10154376;23.06.15 14:56;Интернет;400;Нет интернета;0
10153147;06.12.16 8:44;Снова вместе 50;300;Нет интернета;0
10136751;02.06.15 15:50;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
10129161;21.01.14 12:31;Нет интернета;0;Сёрфинг;300
10159726;25.06.15 12:16;Нет интернета;0;Снова вместе 50;300
10138341;14.10.14 16:21;ПРОСТО Класс 500 ускорение;380;Интернет;400
10084030;22.01.14 9:38;Нет интернета;0;ПРОСТО Класс 600 ускорение;480
10071530;01.12.16 9:58;Нет интернета;0;Снова вместе 70;350
10138341;01.06.16 9:16;Интернет;400;Нет интернета;0
10136020;26.06.15 14:22;Сёрфинг;300;Нет интернета;0
10186166;13.12.16 10:50;Нет интернета;0;Снова вместе 50;300
10103048;13.11.15 8:56;Интернет;400;Нет интернета;0
10173049;27.02.16 11:10;Нет интернета;0;Снова вместе 70;350
10170627;15.01.16 9:56;Нет интернета;0;Интернет 2015;399
10033577;30.12.15 10:01;Нет интернета;0;Снова вместе 50;300
10177382;23.12.16 9:54;Снова вместе 70;350;Интернет 99;399
10045528;11.06.16 12:11;Нет интернета;0;Снова вместе 70;350
10013060;16.09.14 9:12;ПРОСТО Класс 600 ускорение;480;Интернет;400
10013060;09.06.15 12:57;Интернет;400;Нет интернета;0
10126799;31.03.15 18:45;Сёрфинг;300;Интернет;400
10160624;16.07.15 10:16;Нет интернета;0;Интернет 2015;399
10029627;31.03.16 11:08;Интернет 2015;399;Специальный 70;350
10148231;03.12.14 14:11;Нет интернета;0;Интернет;400
10081411;09.06.16 9:02;Любимый Абонент 70;350;Нет интернета;0
10129852;29.01.14 11:32;Нет интернета;0;ПРОСТО Класс 600 плюс;480
10068921;04.02.16 9:42;Нет интернета;0;Специальный 50;250
10173405;12.03.16 15:45;Нет интернета;0;Снова вместе 70;350
10169433;15.07.16 9:29;Снова вместе 50;300;Нет интернета;0
10068837;29.01.14 19:51;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10182723;01.10.16 10:59;Нет интернета;0;Интернет 2015;399
10029456;01.02.14 1:20;ПРОСТО Класс 500 ускорение;380;Сёрфинг;300
10034361;01.02.14 1:20;ПРОСТО Класс 600 плюс;480;Сёрфинг+;500
10171072;02.07.16 10:05;Нет интернета;0;Интернет 2015;399
10144006;16.03.16 14:12;Снова вместе 50;300;Интернет 2015;399
10088846;08.06.16 8:34;Интернет 2015;399;Нет интернета;0
10007536;06.07.15 13:47;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10031604;06.02.16 12:32;Нет интернета;0;Снова вместе 50;300
10077202;01.02.14 1:20;ПРОСТО Класс 500 ускорение;380;Сёрфинг;300
10183722;22.10.16 11:14;Нет интернета;0;Снова вместе 70;350
10107002;01.02.14 1:20;ПРОСТО Класс 600 ускорение;480;Сёрфинг+;500
10131269;18.06.16 12:29;Нет интернета;0;Снова вместе 50;300
10067357;08.06.15 12:45;Нет интернета;0;Интернет 2015;399
10175773;23.04.16 13:28;Нет интернета;0;Снова вместе 70;350
10077202;01.11.14 13:59;Нет интернета;0;Интернет;400
10077202;08.07.15 11:42;Интернет;400;Нет интернета;0
10024905;12.01.15 9:44;Нет интернета;0;Интернет;400
10024905;27.07.15 9:00;Интернет;400;Нет интернета;0
10165372;25.11.16 9:08;Нет интернета;0;Интернет 200 Мбит;449
10038351;09.04.16 12:03;Нет интернета;0;Снова вместе 70;350
10130200;04.02.14 11:17;Нет интернета;0;Сёрфинг;300
10129345;22.07.15 9:58;Нет интернета;0;Снова вместе 50;300
10155012;20.03.15 12:21;Нет интернета;0;Интернет;400
10171687;06.02.16 12:40;Нет интернета;0;Снова вместе 70;350
10181238;03.09.16 10:00;Нет интернета;0;Снова вместе 50;300
10073307;15.06.15 13:44;Интернет;400;Нет интернета;0
10171193;23.01.16 13:07;Нет интернета;0;Интернет 2015;399
10142556;21.12.14 10:25;Сёрфинг;300;Интернет;400
10142556;29.04.15 13:14;Интернет;400;Нет интернета;0
10001442;12.11.16 10:57;Нет интернета;0;Снова вместе 70;350
10151116;19.01.15 13:31;Нет интернета;0;Интернет;400
10151116;02.07.15 15:32;Интернет;400;Нет интернета;0
10016071;15.03.16 10:14;ПРОСТО Класс 600 ускорение;480;Интернет;400
10079770;10.03.15 9:35;Нет интернета;0;Интернет;400
10079770;27.07.15 9:14;Интернет;400;Нет интернета;0
10129161;08.02.14 17:01;Сёрфинг;300;Бронзовый;599
10145831;23.05.15 10:09;Нет интернета;0;Интернет;400
10145831;02.07.15 15:35;Интернет;400;Нет интернета;0
10020432;06.04.16 19:00;Нет интернета;0;Специальный 50;250
10128216;28.05.16 11:04;Нет интернета;0;Снова вместе 70;350
10180616;20.08.16 10:18;Нет интернета;0;Снова вместе 70;350
10076945;06.07.15 14:05;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10121997;21.04.15 10:19;Нет интернета;0;Снова вместе 70;350
10121997;06.07.15 14:06;Снова вместе 70;350;Нет интернета;0
10184195;05.11.16 11:05;Нет интернета;0;Снова вместе 70;350
10039800;11.02.14 19:04;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10183885;29.10.16 12:58;Нет интернета;0;Снова вместе 50;300
10016596;26.04.16 0:03;ПРОСТО Класс 500 ускорение;380;Любимый Абонент 70;350
10064294;08.06.15 13:22;Золотой;629;Нет интернета;0
10111915;31.08.16 9:55;Нет интернета;0;Сёрфинг;300
10169712;26.12.15 11:47;Нет интернета;0;Снова вместе 70;350
10093750;06.09.13 18:10;Сёрфинг;300;ПРОСТО Класс 600 ускорение;480
10025594;01.08.13 12:08;Тест-драйв 444;324;ПРОСТО Класс 500 ускорение;380
10025594;09.06.15 14:08;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10141145;26.09.14 13:44;Нет интернета;0;Интернет;400
10141145;30.07.15 9:20;Интернет;400;Нет интернета;0
10157508;30.01.16 11:38;Нет интернета;0;Снова вместе 50;300
10042111;29.06.16 9:51;Нет интернета;0;Интернет 2015;399
10131269;17.02.14 13:16;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10126558;27.04.15 13:43;Интернет;400;Специальный 50;250
10131268;18.02.14 9:29;Нет интернета;0;Сёрфинг;300
10175922;26.04.16 11:55;Нет интернета;0;Интернет;400
10093750;23.01.16 13:29;ПРОСТО Класс 600 ускорение;480;Специальный 50;250
10148231;12.07.16 9:18;Интернет;400;Нет интернета;0
10028211;12.07.12 0:50;По рублю 10;300;Сёрфинг;300
10005630;19.02.14 16:19;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10115744;17.12.16 11:03;Нет интернета;0;Интернет 2015;399
10028211;24.05.16 9:15;Сёрфинг;300;Нет интернета;0
10130103;16.03.16 14:22;Нет интернета;0;Снова вместе 50;300
10131585;21.02.14 15:02;Нет интернета;0;Сёрфинг;300
10132475;28.11.14 11:46;Нет интернета;0;Интернет;400
10132475;14.07.15 11:45;Интернет;400;Нет интернета;0
10149189;18.04.16 13:09;Нет интернета;0;Снова вместе 70;350
10174068;22.03.16 9:15;Нет интернета;0;Снова вместе 50;300
10151233;15.04.15 12:04;Нет интернета;0;Интернет;400
10151233;09.07.15 13:42;Интернет;400;Нет интернета;0
10060137;17.06.15 14:16;Нет интернета;0;Интернет 2015;399
10016071;14.09.16 9:03;Интернет;400;Нет интернета;0
10158352;05.02.16 10:42;Нет интернета;0;Снова вместе 50;300
10039496;03.05.16 11:40;Нет интернета;0;Интернет;400
10175697;26.04.16 11:58;Нет интернета;0;Интернет 2015;399
10182523;27.09.16 9:40;Нет интернета;0;Снова вместе 50;300
10166174;03.05.16 11:41;Нет интернета;0;Специальный 50;250
10164856;12.05.16 10:08;Нет интернета;0;Интернет 2015;399
10001042;14.09.16 9:06;Снова вместе 70;350;ПРОСТО Класс 700 ускорение;580
10174310;26.03.16 14:03;Нет интернета;0;Интернет 2015;399
10083223;01.03.14 1:20;ПРОСТО Класс 500 ускорение;380;Сёрфинг;300
10126161;07.05.15 15:08;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10028310;08.06.15 14:05;Интернет;400;Нет интернета;0
10060307;24.06.15 15:17;Интернет;400;Нет интернета;0
10141571;15.03.16 10:14;ПРОСТО Класс 600 ускорение;480;Интернет;400
10134369;01.07.15 15:55;ПРОСТО Класс 500 ускорение;380;Нет интернета;0
10182407;24.09.16 11:35;Нет интернета;0;Специальный 50;250
10130486;28.03.16 15:06;Нет интернета;0;Интернет 2015;399
10132093;01.03.14 14:15;Нет интернета;0;Сёрфинг;300
10155349;27.03.15 19:55;Нет интернета;0;Интернет;400
10135138;17.06.15 14:25;Интернет;400;Нет интернета;0
10184133;31.10.16 18:36;Нет интернета;0;Снова вместе 50;300
10183412;15.10.16 11:28;Нет интернета;0;Интернет 2015;399
10184133;01.12.16 10:18;Снова вместе 50;300;Нет интернета;0
10170600;14.01.16 10:36;Нет интернета;0;Снова вместе 70;350
10170281;16.01.16 14:15;Нет интернета;0;Интернет 2015;399
10170531;12.01.16 11:42;Нет интернета;0;Снова вместе 50;300
10025501;10.10.14 16:20;Сёрфинг;300;Интернет;400
10132400;06.03.14 17:01;Нет интернета;0;ПРОСТО Класс 500 ускорение;380
10090612;07.10.15 10:32;Нет интернета;0;Интернет 2015;399
10120286;29.12.15 9:40;Нет интернета;0;Интернет 2015;399
10112563;01.07.15 16:12;ПРОСТО Класс 600 ускорение;480;Нет интернета;0
