UID;REALIP;STTS;TARIF_INT;PRICE_INT;DATE_OFF
10182034;;0;Интернет;400;
10181952;;0;Интернет 2015;399;
10181686;;0;Интернет;400;
10182070;;0;Снова вместе 50;300;
10182069;;0;Снова вместе 70;350;
10182019;;0;Интернет 2015;399;
10112569;;0;Интернет 2015;399;
10180098;;0;Снова вместе 50;300;
10182083;;0;Снова вместе 70;350;
10182090;;0;Снова вместе 70;350;
10181877;;0;Снова вместе 70;350;
10182076;;0;Снова вместе 70;350;
10182080;;0;Интернет 2015;399;
10169825;;0;Снова вместе 70;350;
10178100;;0;Снова вместе 70;350;
10042270;;0;Интернет;400;
10035910;;0;Снова вместе 70;350;
10182052;;0;Снова вместе 70;350;
10171839;;0;Снова вместе 50;300;
10182087;;0;Интернет 2015;399;
10152101;;0;Интернет 2015;399;
10148079;;0;Снова вместе 70;350;
10012571;;0;Специальный 50;250;
10182056;;0;Снова вместе 50;300;
10176524;;0;Усадьба Интернет;800;
10182046;;0;Интернет 2015;399;
10035320;;0;Интернет 2015;399;
10046015;;0;Снова вместе 70;350;
10033733;;0;Специальный 50;250;
10181990;;0;Интернет 2015;399;
10181840;;0;Интернет 2015;399;
10044477;;0;Снова вместе 50;300;
10181913;;0;Снова вместе 70;350;
10149449;;0;Интернет 2015;399;
10182012;;0;Интернет 2015;399;
10181741;;0;Снова вместе 50;300;
10155961;;0;Снова вместе 70;350;
10182002;;0;Интернет 2015;399;
10181947;;0;Интернет 2015;399;
10176321;;0;Интернет 2015;399;
10182008;;0;Интернет 2015;399;
10173223;;0;Снова вместе 70;350;
10181496;;0;Интернет 2015;399;
10181961;;0;Интернет;400;
10181995;;0;Снова вместе 70;350;
10182013;;0;Интернет 2015;399;
10181994;;0;Интернет 2015;399;
10181848;;0;Интернет 2015;399;
10182006;;0;Снова вместе 70;350;
10181699;;0;Снова вместе 50;300;
10181901;;0;Интернет 2015;399;
10181996;;0;Интернет 2015;399;
10181999;;0;Снова вместе 70;350;
10045274;;0;Интернет 2015;399;
10062039;;0;Снова вместе 70;350;
10085530;;0;Снова вместе 70;350;
10181943;;0;Интернет 2015;399;
10181936;;0;Интернет 2015;399;
10171824;;0;Снова вместе 70;350;
10120365;;0;Интернет 2015;399;
10063312;;0;Интернет;400;
10181907;;0;Интернет 2015;399;
10181883;;0;Снова вместе 70;350;
10181860;;0;Снова вместе 70;350;
10181959;;0;Интернет;400;
10181902;;0;Интернет 2015;399;
10181949;;0;Интернет 2015;399;
10181941;;0;Интернет 2015;399;
10181697;;0;Снова вместе 70;350;
10136237;;0;Снова вместе 70;350;
10181960;;0;Интернет 2015;399;
10030835;;0;Снова вместе 70;350;
10178189;;0;Специальный 70;350;
10094664;;0;Интернет 2015;399;
10181954;;0;Интернет 2015;399;
10181874;;0;Интернет 2015;399;
10181946;;0;Интернет 2015;399;
10181776;;0;Интернет 2015;399;
10181717;;0;Интернет 2015;399;
10175825;;0;Снова вместе 50;300;
10146418;;0;Специальный 70;350;
10181833;;0;Снова вместе 70;350;
10131291;;0;Интернет 2015;399;
10179104;;0;Интернет 2015;399;
10181887;;0;Снова вместе 70;350;
10181868;;0;Интернет 2015;399;
10016071;;0;Специальный 50;250;
10126535;;0;Специальный 50;250;
10181881;;0;Интернет 2015;399;
10156370;;0;Сёрфинг;300;
10055287;;0;Снова вместе 70;350;
10179094;;0;Интернет 2015;399;
10181862;;0;Интернет 2015;399;
10181865;;0;Интернет 2015;399;
10181891;;0;Интернет 2015;399;
10181756;;0;Интернет 2015;399;
10181893;;0;Интернет 2015;399;
10181753;;0;Специальный 50;250;
10179087;91.246.116.27;0;Интернет 2015;399;
10181822;;0;Интернет;400;
10181876;;0;Интернет 2015;399;
10181900;;0;Интернет 2015;399;
10181844;;0;Интернет 2015;399;
10073843;;0;Снова вместе 70;350;
10181871;;0;Интернет 2015;399;
10181857;;0;Снова вместе 50;300;
10181643;;0;Интернет 2015;399;
10019246;;0;Интернет;400;
10035157;;0;Снова вместе 70;350;
10181831;;0;Интернет 2015;399;
10181763;;0;Интернет 2015;399;
10081717;;0;Снова вместе 70;350;
10001042;;0;ПРОСТО Класс 700 ускорение;580;
10181816;;0;Снова вместе 70;350;
10181592;;0;Снова вместе 50;300;
10181821;;0;Снова вместе 50;300;
10057025;;0;Специальный 50;250;
10181818;;0;Снова вместе 70;350;
10181728;;0;Интернет 2015;399;
10181830;;0;Снова вместе 70;350;
10181812;;0;Интернет 2015;399;
10181750;;0;Интернет 2015;399;
10181823;;0;Интернет 2015;399;
10181801;;0;Снова вместе 50;300;
10045587;;0;Снова вместе 70;350;
10181762;;0;Снова вместе 70;350;
10181802;;0;Снова вместе 70;350;
10181589;;0;Интернет 2015;399;
10181657;;0;Снова вместе 50;300;
10181739;;0;Интернет 2015;399;
10100608;;0;Снова вместе 70;350;
10181770;;0;Интернет 2015;399;
10154477;;0;Специальный 50;250;
10181804;;0;Интернет 2015;399;
10181827;;0;Интернет 2015;399;
10181727;;0;Снова вместе 50;300;
10140290;;0;Снова вместе 70;350;
10181591;;0;Снова вместе 50;300;
10140418;;0;Специальный 50;250;
10181808;;0;Снова вместе 70;350;
10145451;;0;Снова вместе 50;300;
10181779;;0;Интернет 2015;399;
10181764;;0;Интернет 2015;399;
10181749;;0;Снова вместе 70;350;
10181813;;0;Интернет 2015;399;
10181834;;0;Интернет 2015;399;
10180355;;0;Интернет 2015;399;
10181751;;0;Интернет 2015;399;
10181809;;0;Интернет 2015;399;
10181828;;0;Интернет 2015;399;
10146855;;0;Снова вместе 50;300;
10126079;;0;Снова вместе 70;350;
10181726;;0;Интернет 2015;399;
10181743;;0;Интернет 2015;399;
10056634;;0;Снова вместе 50;300;
10099687;;0;Интернет 2015;399;
10181700;;0;Интернет 2015;399;
10095871;;0;Снова вместе 70;350;
10181704;;0;Снова вместе 70;350;
10181729;;0;Снова вместе 70;350;
10022978;;0;Снова вместе 50;300;
10041734;;0;Интернет 2015;399;
10181687;;0;Снова вместе 70;350;
10181365;;0;Интернет 2015;399;
10044734;;0;Снова вместе 50;300;
10095083;;0;Снова вместе 70;350;
10181455;;0;Снова вместе 50;300;
10181734;;0;Интернет 2015;399;
10181755;;0;Интернет 2015;399;
10106777;;0;Интернет 2015;399;
10070152;;0;Снова вместе 70;350;
10181703;;0;Интернет;400;
10181747;;0;Снова вместе 70;350;
10179086;;0;Интернет 2015;399;
10181742;;0;Интернет 2015;399;
10177369;;0;Интернет 2015;399;
10181713;;0;Интернет;400;
10181709;91.192.62.198;0;Снова вместе 70;350;
10181716;;0;Интернет 2015;399;
10181647;;0;Снова вместе 70;350;
10179278;;0;Интернет 2015;399;
10178626;;0;Интернет 2015;399;
10092952;;0;Снова вместе 70;350;
10181590;;0;Снова вместе 70;350;
10181680;;0;Снова вместе 50;300;
10181691;;0;Снова вместе 50;300;
10127175;;0;Снова вместе 70;350;
10181711;;0;Интернет 2015;399;
10181722;;0;Интернет 2015;399;
10002210;;0;Снова вместе 70;350;
10181422;;0;Снова вместе 70;350;
10181390;;0;Интернет 2015;399;
10149817;;0;Специальный 50;250;
10054783;;0;Снова вместе 70;350;
10181721;;0;Интернет 2015;399;
10181620;;0;Интернет 2015;399;
10139303;;0;Интернет 2015;399;
10167690;;0;Снова вместе 70;350;
10181309;;0;Снова вместе 70;350;
10181718;;0;Интернет 2015;399;
10036912;;0;Снова вместе 70;350;
10181651;;0;Интернет 2015;399;
10181720;;0;Интернет 2015;399;
10045738;;0;Интернет 2015;399;
10181574;;0;Снова вместе 70;350;
10181503;;0;Интернет 2015;399;
10181683;;0;Интернет 2015;399;
10181682;;0;Интернет;400;
10060272;;0;Снова вместе 70;350;
10181690;;0;Интернет 2015;399;
10181715;;0;Интернет 2015;399;
10181701;;0;Интернет 2015;399;
10045124;;0;Снова вместе 50;300;
10062861;;0;Интернет 2015;399;
10132864;;0;Интернет 2015;399;
10013865;;0;Снова вместе 70;350;
10181588;;0;Снова вместе 50;300;
10135627;;0;Интернет 2015;399;
10181650;;0;Интернет 2015;399;
10181138;;0;Снова вместе 70;350;
10174730;;0;Снова вместе 70;350;
10181646;;0;Интернет 2015;399;
10181688;;0;Интернет 2015;399;
10181343;;0;Интернет 2015;399;
10124135;;0;Снова вместе 70;350;
10181645;;0;Снова вместе 70;350;
10181659;;0;Интернет 2015;399;
10181437;;0;Интернет 2015;399;
10181653;;0;Специальный 50;250;
10022468;;0;Снова вместе 50;300;
10129328;;0;Интернет 2015;399;
10181464;;0;Интернет 2015;399;
10061897;;0;Специальный 50;250;
10160392;;0;Интернет 2015;399;
10181622;;0;Специальный 50;250;
10174586;;0;Интернет 2015;399;
10136020;;0;Снова вместе 50;300;
10181652;;0;Интернет 2015;399;
10125203;;0;Снова вместе 70;350;
10044843;;0;Снова вместе 70;350;
10042520;;0;Интернет 2015;399;
10028299;;0;Снова вместе 70;350;
10181601;;0;Снова вместе 50;300;
10059796;;0;Специальный 50;250;
10181306;;0;Снова вместе 70;350;
10181575;;0;Интернет 2015;399;
10124941;;0;Интернет 2015;399;
10092147;;0;Интернет;400;
10142599;;0;Интернет 2015;399;
10181458;;0;Интернет 2015;399;
10180318;;0;Интернет 2015;399;
10181595;;0;Интернет 2015;399;
10181584;;0;Снова вместе 50;300;
10042203;;0;Снова вместе 70;350;
10181252;;0;Интернет 2015;399;
10006893;;0;Интернет 2015;399;
10180802;;0;Усадьба Интернет;800;
10181281;;0;Интернет 2015;399;
10069581;;0;Специальный 50;250;
10181519;;0;Снова вместе 50;300;
10097365;;0;Снова вместе 70;350;
10181581;;0;Интернет;400;
10159035;;0;Снова вместе 50;300;
10053910;;0;Снова вместе 50;300;
10181555;;0;Снова вместе 70;350;
10181459;;0;Снова вместе 70;350;
10181598;;0;Интернет 2015;399;
10181602;;0;Интернет 2015;399;
10181567;;0;Снова вместе 70;350;
10181587;;0;Снова вместе 70;350;
10181517;;0;Снова вместе 50;300;
10117604;;0;Интернет 2015;399;
10181425;;0;Специальный 50;250;
10181431;;0;Интернет 2015;399;
10180365;;0;Усадьба Интернет;800;
10181556;;0;Интернет 2015;399;
10181394;;0;Интернет 2015;399;
10097159;;0;Сёрфинг;300;
10181389;;0;Интернет;400;
10181424;;0;Интернет;400;
10024502;;0;Интернет 2015;399;
10092947;;0;Интернет 1 Гбит;800;
10180963;;0;Снова вместе 70;350;
10116228;;0;Снова вместе 50;300;
10084236;;0;Специальный 70;350;
10181491;;0;Снова вместе 50;300;
10181541;;0;Снова вместе 50;300;
10072571;;0;Снова вместе 50;300;
10181553;;0;Снова вместе 50;300;
10174161;;0;Интернет 2015;399;
10181547;;0;Интернет 2015;399;
10181512;;0;Интернет;400;
10181544;;0;Интернет 2015;399;
10181513;;0;Интернет 2015;399;
10169811;;0;Интернет 2015;399;
10181510;;0;Интернет;400;
10181460;;0;Интернет 2015;399;
10181493;;0;Интернет 2015;399;
10158205;;0;Снова вместе 50;300;
10073054;;0;Снова вместе 70;350;
10181539;;0;Интернет 2015;399;
10181301;;0;Интернет 2015;399;
10146886;;0;Снова вместе 70;350;
10167953;;0;Снова вместе 50;300;
10181508;;0;Интернет 2015;399;
10181533;;0;Снова вместе 70;350;
10126182;;0;Снова вместе 50;300;
10181502;;0;Снова вместе 50;300;
10083253;;0;Интернет 2015;399;
10069462;;0;Интернет 2015;399;
10073158;;0;Любимый Абонент 70;350;
10181413;;0;Интернет 2015;399;
10104332;;0;Снова вместе 70;350;
10181490;;0;Интернет 2015;399;
10162403;;0;Интернет 2015;399;
10164993;;0;Снова вместе 70;350;
10181470;;0;Интернет 2015;399;
10061429;;0;Снова вместе 70;350;
10178312;;0;Интернет 2015;399;
10181495;;0;Интернет 2015;399;
10181186;;0;Интернет 200 Мбит;449;
10181285;;0;Снова вместе 50;300;
10181471;;0;Интернет;400;
10181467;;0;Снова вместе 50;300;
10181194;;0;Снова вместе 70;350;
10181430;;0;Снова вместе 70;350;
10007116;;0;Интернет 2015;399;
10181385;;0;Снова вместе 50;300;
10181486;;0;Интернет 2015;399;
10072331;;0;Интернет 2015;399;
10181433;;0;Интернет 2015;399;
10077580;;0;Снова вместе 50;300;
10181498;;0;Интернет 2015;399;
10181418;;0;Снова вместе 70;350;
10097718;;0;Интернет;400;
10177370;;0;Интернет 200 Мбит;449;
10181429;;0;Интернет 2015;399;
10180898;;0;Интернет;400;
10181480;;0;Снова вместе 50;300;
10065249;;0;Специальный 50;250;
10181452;;0;Интернет 2015;399;
10181483;;0;Интернет 2015;399;
10181488;;0;Интернет 2015;399;
10181445;;0;Снова вместе 50;300;
10181468;;0;Интернет 2015;399;
10053622;;0;Снова вместе 70;350;
10181469;;0;Снова вместе 70;350;
10084681;;0;Интернет;400;
10039706;;0;Интернет 2015;399;
10181463;;0;Интернет 2015;399;
10073660;;0;Снова вместе 70;350;
10181370;;0;Интернет 2015;399;
10181224;;0;Снова вместе 50;300;
10181388;;0;Снова вместе 70;350;
10181294;;0;Интернет 2015;399;
10177039;;0;Интернет 2015;399;
10181259;;0;Снова вместе 70;350;
10181336;;0;Снова вместе 70;350;
10181374;;0;Интернет 2015;399;
10096915;;0;Снова вместе 70;350;
10181350;;0;Интернет;400;
10181358;;0;Интернет;400;
10181316;;0;Снова вместе 50;300;
10177689;;0;Интернет;400;
10181408;;0;Интернет 2015;399;
10181392;;0;Интернет 2015;399;
10111775;;0;Интернет 2015;399;
10181403;;0;Снова вместе 70;350;
10181412;;0;Снова вместе 70;350;
10113991;;0;Снова вместе 70;350;
10181322;;0;Интернет 2015;399;
10181337;;0;Снова вместе 50;300;
10040223;;0;Снова вместе 70;350;
10181359;;0;Интернет;400;
10181428;;0;Снова вместе 50;300;
10093750;;0;Снова вместе 50;300;
10181417;;0;Интернет 2015;399;
10181288;;0;Интернет;400;
10176900;;0;Интернет 2015;399;
10181352;;0;Интернет 2015;399;
10181338;;0;Снова вместе 50;300;
10181406;;0;Интернет 2015;399;
10179496;;0;Снова вместе 70;350;
10181415;;0;Интернет 2015;399;
10176901;;0;Снова вместе 70;350;
10181407;;0;Интернет 2015;399;
10181391;;0;Снова вместе 50;300;
10181342;;0;Интернет;400;
10162987;;0;Снова вместе 70;350;
10181356;;0;Любимый Абонент 70;350;
10139014;;0;Интернет 2015;399;
10101452;;0;Снова вместе 50;300;
10181299;;0;Интернет 2015;399;
10181426;;0;Интернет 2015;399;
10181300;;0;Интернет;400;
10181397;;0;Снова вместе 70;350;
10035006;;0;Снова вместе 70;350;
10181384;;0;Интернет 2015;399;
10037833;;0;Снова вместе 70;350;
10181383;;0;Интернет;400;
10181348;;0;Интернет;400;
10180722;;0;Интернет;400;
10181399;;0;Снова вместе 50;300;
10036189;;0;Интернет 2015;399;
10181377;;0;Интернет 2015;399;
10181380;;0;Интернет 2015;399;
10145831;;0;Интернет;400;
10168464;;0;Снова вместе 70;350;
10179469;;0;Интернет 2015;399;
10181333;;0;Снова вместе 50;300;
10181362;;0;Интернет 2015;399;
10014773;;0;Снова вместе 70;350;
10131268;;0;Интернет 2015;399;
10181298;;0;Интернет 2015;399;
10181229;;0;Интернет 2015;399;
10181328;;0;Интернет 2015;399;
10181195;;0;Снова вместе 70;350;
10137974;;0;Интернет 2015;399;
10181332;;0;Интернет 2015;399;
10062090;;0;Интернет 2015;399;
10180980;;0;Интернет 2015;399;
10083175;;0;Снова вместе 70;350;
10145692;;0;Снова вместе 70;350;
10125213;;0;Интернет 2015;399;
10181339;;0;Интернет;400;
10181238;;0;Снова вместе 50;300;
10175562;;0;Интернет 2015;399;
10181292;;0;Интернет 2015;399;
10181249;;0;Снова вместе 70;350;
10181268;;0;Интернет 2015;399;
10181284;;0;Интернет 2015;399;
10181233;;0;Интернет 2015;399;
10040851;;0;Интернет 2015;399;
10181173;;0;Снова вместе 70;350;
10181205;;0;Снова вместе 50;300;
10181174;;0;Снова вместе 50;300;
10181231;;0;Интернет 2015;399;
10181282;;0;Снова вместе 70;350;
10181241;;0;Интернет 2015;399;
10181245;;0;Интернет 2015;399;
10181206;;0;Интернет 2015;399;
10181270;;0;Интернет 2015;399;
10181293;;0;Интернет 2015;399;
10181129;;0;Интернет 2015;399;
10055930;;0;Снова вместе 70;350;
10181240;;0;Интернет 2015;399;
10181126;;0;Интернет 2015;399;
10181188;;0;Интернет 2015;399;
10181283;;0;Снова вместе 70;350;
10181291;;0;Интернет 2015;399;
10180652;;0;Интернет 1 Гбит;800;
10091148;;0;Интернет;400;
10070097;;0;Интернет 2015;399;
10125971;;0;Снова вместе 70;350;
10090545;;0;Интернет 2015;399;
10181269;;0;Снова вместе 70;350;
10124542;;0;Интернет;400;
10177376;;0;Снова вместе 70;350;
10126407;;0;Специальный 50;250;
10181272;;0;Интернет 2015;399;
10180890;;0;Интернет 1 Гбит;800;
10158700;;0;Интернет 2015;399;
10181219;;0;Снова вместе 50;300;
10181111;;0;Интернет 2015;399;
10040144;;0;Интернет 2015;399;
10084928;;0;Интернет;400;
10041457;;0;Снова вместе 70;350;
10135354;;0;Снова вместе 70;350;
10181094;;0;Снова вместе 70;350;
10181214;;0;Снова вместе 70;350;
10045317;;0;Интернет 2015;399;
10181152;;0;Интернет 2015;399;
10181168;;0;Интернет 2015;399;
10181087;;0;Интернет 2015;399;
10009147;;0;Интернет 2015;399;
10180255;91.246.116.10;0;Интернет 2015;399;
10181197;;0;Интернет;400;
10181213;;0;Снова вместе 70;350;
10181200;;0;Интернет 2015;399;
10181228;;0;Интернет;400;
10181185;;0;Интернет 2015;399;
10152698;;0;Снова вместе 70;350;
10181193;;0;Снова вместе 70;350;
10181165;;0;Интернет 2015;399;
10181190;;0;Снова вместе 70;350;
10119921;;0;Интернет 2015;399;
10177580;;0;Снова вместе 50;300;
10181209;;0;Интернет 2015;399;
10181125;;0;Интернет 2015;399;
10181181;;0;Интернет 2015;399;
10125701;;0;Интернет 2015;399;
10181198;;0;Интернет 2015;399;
10181180;;0;Снова вместе 50;300;
10181183;;0;Снова вместе 70;350;
10168561;;0;Интернет 2015;399;
10181172;;0;Снова вместе 70;350;
10181099;;0;Снова вместе 50;300;
10181211;;0;Интернет 2015;399;
10181210;;0;Интернет 2015;399;
10093014;;0;Снова вместе 50;300;
10181227;;0;Снова вместе 70;350;
10029078;;0;Интернет 2015;399;
10181196;;0;Снова вместе 70;350;
10181199;;0;Интернет 2015;399;
10181059;;0;Снова вместе 50;300;
10181014;;0;Интернет;400;
10181192;;0;Интернет;400;
10088755;;0;Интернет;400;
10062259;;0;Снова вместе 50;300;
10024562;;0;Снова вместе 50;300;
10181151;;0;Снова вместе 70;350;
10181034;;0;Интернет 2015;399;
10180776;;0;Снова вместе 70;350;
10180795;;0;Интернет 2015;399;
10181095;;0;Снова вместе 70;350;
10115661;;0;Интернет 2015;399;
10097353;;0;Снова вместе 70;350;
10181086;;0;Интернет 2015;399;
10180782;;0;Снова вместе 70;350;
10181104;;0;Интернет 2015;399;
10158721;;0;Интернет 2015;399;
10181121;;0;Интернет 2015;399;
10129890;;0;Интернет 2015;399;
10181167;;0;Интернет 2015;399;
10181105;;0;Интернет;400;
10029531;;0;Снова вместе 70;350;
10074332;;0;Интернет 2015;399;
10180923;;0;Снова вместе 50;300;
10181189;;0;Снова вместе 70;350;
10181154;;0;Интернет 2015;399;
10181135;;0;Снова вместе 50;300;
10181144;;0;Снова вместе 70;350;
10181045;;0;Интернет 2015;399;
10175606;;0;Снова вместе 70;350;
10181166;;0;Снова вместе 50;300;
10081510;;0;Снова вместе 50;300;
10126558;;0;Снова вместе 70;350;
10055017;;0;Снова вместе 70;350;
10181157;;0;Любимый Абонент 70;350;
10180930;;0;Интернет 2015;399;
10181037;;0;Интернет 2015;399;
10181149;;0;Интернет 2015;399;
10180728;;0;Интернет 2015;399;
10180527;;0;Интернет 2015;399;
10057388;;0;Снова вместе 70;350;
10181019;;0;Снова вместе 50;300;
10163939;;0;Интернет 2015;399;
10119573;;0;Специальный 50;250;
10181161;;0;Снова вместе 70;350;
10181128;;0;Интернет 2015;399;
10181163;;0;Снова вместе 70;350;
10181136;;0;Интернет 2015;399;
10000751;;0;Снова вместе 70;350;
10160255;;0;Снова вместе 50;300;
10180935;;0;Интернет 200 Мбит;449;
10139026;;0;Снова вместе 50;300;
10181164;;0;Снова вместе 50;300;
10180878;;0;Снова вместе 70;350;
10180110;;0;Интернет 2015;399;
10035463;;0;Снова вместе 70;350;
10180938;;0;Снова вместе 70;350;
10181150;;0;Интернет 2015;399;
10099828;;0;Интернет 2015;399;
10181156;;0;Интернет 2015;399;
10021517;;0;Снова вместе 70;350;
10152140;;0;Интернет 2015;399;
10025672;;0;Интернет;400;
10111915;91.246.116.8;0;Сёрфинг;300;
10181155;;0;Интернет 2015;399;
10100215;;0;Интернет 2015;399;
10180858;;0;Интернет 2015;399;
10181098;;0;Интернет 2015;399;
10039630;;0;Интернет 2015;399;
10088025;;0;Снова вместе 70;350;
10164354;;0;Снова вместе 50;300;
10181018;;0;Интернет 2015;399;
10179314;;0;Интернет 2015;399;
10181076;;0;Интернет 2015;399;
10180887;;0;Интернет 2015;399;
10181036;;0;Снова вместе 70;350;
10181100;;0;Снова вместе 70;350;
10067357;;0;Интернет 2015;399;
10150830;;0;Снова вместе 70;350;
10181085;;0;Интернет 2015;399;
10180793;;0;Снова вместе 70;350;
10107482;;0;Интернет 2015;399;
10044469;;0;Снова вместе 70;350;
10181088;;0;Снова вместе 70;350;
10079041;;0;Интернет 2015;399;
10180993;;0;Снова вместе 50;300;
10181060;;0;Снова вместе 70;350;
10181051;;0;Интернет 2015;399;
10181050;;0;Снова вместе 50;300;
10087611;;0;Снова вместе 70;350;
10181028;;0;Снова вместе 70;350;
10181103;;0;Интернет 2015;399;
10125834;;0;Интернет 2015;399;
10180944;;0;Интернет 2015;399;
10180632;;0;Интернет 2015;399;
10181097;;0;Снова вместе 70;350;
10092666;;0;Снова вместе 50;300;
10180746;;0;Интернет 2015;399;
10180932;;0;Снова вместе 70;350;
10154724;;0;Снова вместе 50;300;
10180991;;0;Снова вместе 50;300;
10089990;;0;Снова вместе 70;350;
10181102;;0;Интернет 2015;399;
10179162;;0;Интернет 2015;399;
10181055;;0;Интернет 2015;399;
10181091;;0;Снова вместе 50;300;
10155569;;0;Снова вместе 70;350;
10181058;;0;Интернет 2015;399;
10180939;;0;Интернет 2015;399;
10181013;;0;Снова вместе 70;350;
10128071;;0;Отличный;435;
10151350;91.192.62.169;0;Халява 100 мб/с;0;
10180947;;0;Снова вместе 70;350;
10044119;;0;Интернет 2015;399;
10045671;;0;Снова вместе 70;350;
10083509;;0;Снова вместе 70;350;
10181052;;0;Интернет 2015;399;
10180629;;0;Снова вместе 50;300;
10057232;;0;Интернет 2015;399;
10144211;;0;Интернет 2015;399;
10181032;;0;Снова вместе 70;350;
10181026;;0;Снова вместе 70;350;
10109260;;0;Снова вместе 50;300;
10110771;;0;Снова вместе 50;300;
10180742;;0;Интернет;400;
10170421;;0;Снова вместе 70;350;
10096236;;0;Снова вместе 70;350;
10177377;;0;Снова вместе 70;350;
10180862;;0;Снова вместе 50;300;
10181002;;0;Снова вместе 70;350;
10077532;;0;Снова вместе 70;350;
10180967;;0;Интернет 2015;399;
10181004;;0;Интернет 2015;399;
10102547;;0;Интернет 2015;399;
10180051;;0;Интернет 2015;399;
10180861;;0;Интернет 2015;399;
10180981;;0;Интернет 2015;399;
10083469;;0;Снова вместе 50;300;
10155372;;0;Снова вместе 70;350;
10181053;;0;Специальный 50;250;
10181005;;0;Любимый Абонент 70;350;
10180974;;0;Снова вместе 70;350;
10140252;;0;Снова вместе 70;350;
10180676;;0;Интернет 2015;399;
10094411;;0;Интернет 200 Мбит;449;
10181040;;0;Интернет 2015;399;
10181048;;0;Снова вместе 70;350;
10170498;;0;Снова вместе 70;350;
10181038;;0;Снова вместе 70;350;
10180973;;0;Снова вместе 70;350;
10090427;;0;Снова вместе 50;300;
10178467;;0;Интернет 2015;399;
10159499;;0;Снова вместе 70;350;
10181023;;0;Интернет 2015;399;
10041388;;0;Интернет 2015;399;
10156450;;0;Снова вместе 70;350;
10180988;;0;Интернет 2015;399;
10181082;;0;Снова вместе 50;300;
10038660;;0;Снова вместе 70;350;
10181039;;0;Интернет 2015;399;
10000213;;0;Снова вместе 70;350;
10071124;;0;Снова вместе 50;300;
10146146;;0;Снова вместе 50;300;
10180976;;0;Интернет 2015;399;
10180992;;0;Интернет;400;
10132378;;0;Снова вместе 50;300;
10179270;;0;Интернет 2015;399;
10147635;;0;Интернет 2015;399;
10181027;;0;Снова вместе 70;350;
10180931;;0;Снова вместе 70;350;
10181015;;0;Снова вместе 50;300;
10167326;;0;Снова вместе 70;350;
10151919;;0;Снова вместе 50;300;
10181003;;0;Интернет;400;
10148097;;0;Снова вместе 50;300;
10180989;;0;Снова вместе 70;350;
10093752;;0;Снова вместе 70;350;
10180900;;0;Интернет 2015;399;
10040558;;0;Снова вместе 70;350;
10181017;;0;Интернет 2015;399;
10181022;;0;Интернет 2015;399;
10177842;;0;Снова вместе 70;350;
10179714;;0;Снова вместе 70;350;
10134402;;0;Снова вместе 70;350;
10181043;;0;Снова вместе 70;350;
10180952;;0;Снова вместе 70;350;
10152241;;0;Интернет 2015;399;
10180533;;0;Интернет 2015;399;
10180757;;0;Интернет 2015;399;
10181033;;0;Интернет 2015;399;
10181006;;0;Снова вместе 70;350;
10025401;;0;Интернет;400;
10181030;;0;Интернет 2015;399;
10058581;;0;Снова вместе 70;350;
10080099;;0;Интернет 2015;399;
10180984;;0;Снова вместе 70;350;
10181029;;0;Снова вместе 70;350;
10044822;;0;Интернет;400;
10180294;;0;Интернет 2015;399;
10177379;;0;Снова вместе 70;350;
10177364;;0;Снова вместе 50;300;
10180857;;0;Снова вместе 70;350;
10171584;;0;Снова вместе 70;350;
10180977;;0;Интернет;400;
10180924;;0;Интернет;400;
10099297;;0;Интернет 2015;399;
10087473;;0;Снова вместе 70;350;
10139887;;0;Снова вместе 70;350;
10180983;;0;Интернет 2015;399;
10043442;;0;Снова вместе 70;350;
10180978;;0;Снова вместе 70;350;
10152652;;0;Интернет 2015;399;
10054980;;0;Снова вместе 70;350;
10180987;;0;Интернет 2015;399;
10092008;;0;Интернет 2015;399;
10180936;;0;Интернет 2015;399;
10180945;;0;Интернет 2015;399;
10180937;;0;Интернет 2015;399;
10063180;;0;Интернет 2015;399;
10180428;;0;Снова вместе 50;300;
10179970;;0;Интернет 2015;399;
10180940;;0;Интернет 2015;399;
10180060;;0;Снова вместе 50;300;
10180552;;0;Снова вместе 50;300;
10180928;;0;Интернет 2015;399;
10178221;;0;Снова вместе 70;350;
10180876;;0;Интернет 2015;399;
10180929;;0;Интернет 2015;399;
10066548;;0;Снова вместе 50;300;
10180534;;0;Интернет 2015;399;
10180726;;0;Снова вместе 50;300;
10147216;;0;Снова вместе 70;350;
10146842;;0;Интернет 2015;399;
10180822;;0;Снова вместе 70;350;
10180979;;0;Снова вместе 50;300;
10180388;;0;Интернет 2015;399;
10180933;;0;Интернет;400;
10143842;;0;Снова вместе 50;300;
10180922;;0;Интернет 2015;399;
10043927;;0;Снова вместе 70;350;
10074168;;0;Специальный 50;250;
10180809;;0;Интернет 2015;399;
10021511;;0;Интернет;400;
10082012;;0;Снова вместе 70;350;
10170020;;0;Снова вместе 70;350;
10056958;;0;Снова вместе 70;350;
10180879;;0;Снова вместе 70;350;
10027901;;0;Интернет 2015;399;
10180821;;0;Снова вместе 70;350;
10180790;;0;Интернет 2015;399;
10042087;;0;Интернет 2015;399;
10180818;;0;Снова вместе 70;350;
10180875;;0;Интернет 2015;399;
10057616;;0;Снова вместе 50;300;
10180865;;0;Снова вместе 70;350;
10180507;;0;Интернет 2015;399;
10180824;;0;Снова вместе 50;300;
10180655;;0;Интернет 2015;399;
