id;evt_type;evt_type_num;1103_prev;1103_post;1109_prev;1109_post;1111_prev;1111_post;1113_prev;1113_post;1115_prev;1115_post;1117_prev;1117_post;1119_prev;1119_post;1121_prev;1121_post;1123_prev;1123_post;1125_prev;1125_post;1134_prev;1134_post;1136_prev;1136_post;1164_prev;1164_post;1166_prev;1166_post;1170_prev;1170_post;1178_prev;1178_post;1180_prev;1180_post;1182_prev;1182_post;1188_prev;1188_post;1190_prev;1190_post;1196_prev;1196_post;1210_prev;1210_post;1216_prev;1216_post;1218_prev;1218_post;1487_prev;1487_post;1972462773_prev;1972462773_post;2884620857_prev;2884620857_post;3246631463_prev;3246631463_post;4464520745_prev;4464520745_post;5281267026_prev;5281267026_post;5465536958_prev;5465536958_post;5465551953_prev;5465551953_post;5465600229_prev;5465600229_post;6029388272_prev;6029388272_post;6064027586_prev;6064027586_post;6064027597_prev;6064027597_post;6064061663_prev;6064061663_post;6064071199_prev;6064071199_post;6064100661_prev;6064100661_post;6064411646_prev;6064411646_post;6066147434_prev;6066147434_post;6071542409_prev;6071542409_post;6072675642_prev;6072675642_post;6074370064_prev;6074370064_post;6082462464_prev;6082462464_post;6097787339_prev;6097787339_post;6100944762_prev;6100944762_post;6100954493_prev;6100954493_post;6100958508_prev;6100958508_post;6100971872_prev;6100971872_post;6100986271_prev;6100986271_post;6100996664_prev;6100996664_post;6101017092_prev;6101017092_post;6101025570_prev;6101025570_post;6101071505_prev;6101071505_post;6101130962_prev;6101130962_post;6101688611_prev;6101688611_post;6101705982_prev;6101705982_post;6101798974_prev;6101798974_post;6103192580_prev;6103192580_post;6108364993_prev;6108364993_post;6108824655_prev;6108824655_post;6111532602_prev;6111532602_post;6111932208_prev;6111932208_post;6112341779_prev;6112341779_post;6112715950_prev;6112715950_post;6112959031_prev;6112959031_post;6113912545_prev;6113912545_post;6368901817_prev;6368901817_post;7163029317_prev;7163029317_post;7604445879_prev;7604445879_post;7604684006_prev;7604684006_post;7691882320_prev;7691882320_post;7699615719_prev;7699615719_post;890896994_prev;890896994_post;890904439_prev;890904439_post;9092741870_prev;9092741870_post;9092758665_prev;9092758665_post;MAIN_OPERATION;ROLE_COUNT;FLAG_ID_STORNO_APPROVE;STORNO_APPROVE_FLAG;FLAG_BK_PIN;BK_PIN_FLAG;type
1641021101;Выдача наличных денежных средств со счета (вклада);4;1;0;0;1;;;;;;;;;;;;;1;0;1;0;;;1;1;;;;;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;1640951155;1;good
1641598076;Прочие операции;16;1;0;0;1;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1641594366;1;NULL;0;good
1643021242;Прочие операции;16;;;;;;;;;;;;;;;;;1;0;0;1;2;1;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1643020815;1;NULL;0;good
1643749731;Выдача н/д средств со вклада по л/с другого ВСП;5;1;1;1;1;;;;;;;;;1;0;;;2;0;4;2;0;1;1;1;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;1643746797;1;good
1644292656;Открытие счета (вклада) наличными;1;2;2;2;2;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
1644573041;Выдача наличных денежных средств со счета (вклада);4;1;1;1;1;;;;;;;;;;;1;1;1;0;;;0;2;2;0;;;;;6;0;;;;;;;;;;;;;;;1;7;;;;;;;;;1;1;;;6;0;;;1;1;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;1;;;;;1;1;NULL;0;NULL;0;good
1644609898;Выдача ценностей операторам;7;;;;;;;;;;;;;;;;;1;2;;;;;2;0;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
1644843546;Выдача ценностей операторам;7;5;2;5;2;;;;;;;;;;;;;1;8;;;1;0;1;0;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;NULL;0;NULL;0;good
1644872634;Открытие счета (вклада) наличными;1;1;1;0;2;;;;;;;;;;;;;1;0;;;3;0;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
1644943833;Перевод со вклада на вклад;14;1;0;0;1;;;;;;;;;;;;;4;0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;0;1;NULL;0;NULL;0;good
1645216776;Прием наличных денежных средств на счет (вклад);11;1;0;0;1;;;;;;;;;;;;;2;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;1645203407;1;good
1645360884;Выдача ценностей операторам;7;;;;;;;;;;;;;2;0;;;2;3;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
1646652111;Закрытие счета (вклада);6;2;0;2;0;1;0;;;;;;;;;;;1;0;1;0;1;0;1;1;;;;;;;;;;;;;;;;;;;;;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;2;0;;;;;0;0;1646659458;1;1646587591;1;good
1648297851;Открытие счета (вклада) наличными;1;1;0;;;;;;;;;;;;;;;1;0;3;0;1;0;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;0;1;NULL;0;NULL;0;good
1648472388;Выдача наличных денежных средств со счета (вклада);4;1;0;0;1;;;;;;;;;;;;;1;1;;;;;2;0;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
1648547727;Прием наличных денежных средств на счет (вклад);11;3;1;2;2;;;;;;;;;1;0;;;1;1;;;;;3;0;;;;;3;0;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;3;0;;;1;0;;;;;;;;;;;;;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1648558328;1;NULL;0;good
1649660054;Прием на экспертизу денежных купюр;10;1;0;0;1;;;;;;;;;;;;;1;0;1;0;;;2;1;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1649667316;1;NULL;0;good
1650300099;Взнос н/д на БК;8;0;1;0;1;;;;;;;;;;;;;1;0;0;3;1;1;;;;;;;3;0;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;2;0;;;1;0;;;;;;;;;;;;;0;3;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
1650422265;Закрытие счета (вклада);6;;;;;;;;;;;;;;;;;2;0;2;3;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;3;0;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;0;0;NULL;0;8843371200;1;good
1650754924;Открытие счета (вклада) наличными;1;3;0;;;;;;;;;;;;;;;3;0;9;3;0;3;;;;;;;;;;;;;;;;;;;;;;;12;9;;;;;;;;;6;3;;;;;;;3;3;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;0;12;12;0;;;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;1;1;NULL;0;1650712836;1;good
1650986602;Выдача наличных денежных средств со счета (вклада);4;;;;;;;;;;;;;;;;;1;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;1650983871;1;good
1651413956;Приход н/д по л/с другого ВСП, ОСБ;3;1;0;0;1;;;;;;;;;;;;;2;0;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1651407655;1;NULL;0;good
1651813952;Выдача ценностей операторам;7;;;;;;;;;;;;;;;;;3;0;1;0;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
1651933922;Выдача н/д средств со вклада по л/с другого ВСП;5;1;0;0;1;;;;;;;;;;;4;0;2;0;2;0;1;0;0;1;;;;;0;5;;;;;;;;;;;;;0;2;4;0;;;;;;;;;1;0;;;0;5;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;1;NULL;0;1651862610;1;good
1652010006;Открытие счета (вклада) наличными;1;1;0;0;1;;;;;;;;;;;;;1;0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
1652335169;Открытие счета (вклада) наличными;1;2;0;;;;;;;;;;;;;;;2;0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1652336666;1;NULL;0;good
267243054;Закрытие счета (вклада);6;1;0;0;1;;;;;;;;;;;;;2;0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;NULL;0;267069267;1;good
267758206;Прием наличных денежных средств на счет (вклад);11;8;0;1;1;;;;;;;;;;;;;3;1;4;4;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;267730273;1;good
267822259;Высылка излишков наличных денег;2;1;0;;;;;;;;;;;;;;;1;1;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
267827993;Выдача наличных денежных средств со счета (вклада);4;1;0;;;;;;;;;;;;;;;1;0;1;5;1;4;;;;;;;;;;;;;;;;;;;;;;;3;5;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;0;6;;;;;;;;;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;267827135;1;good
268267363;Выдача ценностей операторам;7;4;0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
268444177;Выдача ценностей операторам;7;1;1;;;;;;;;;;;0;1;;;1;0;1;0;5;1;3;1;;;;;9;2;;;;;;;;;;;;;;;11;2;;;;;;;;;;;;;10;2;;;;;;;;;;;;;;;;;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
268455977;Выдача наличных денежных средств со счета (вклада);4;;;;;;;;;;;;;;;;;1;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;;;;;0;0;NULL;0;NULL;0;good
268834002;Перевод со вклада на вклад;14;1;0;;;;;;;;;;;;;;;3;0;5;2;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;1;0;;;1;0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;0;1;NULL;0;NULL;0;good
268859375;Выдача н/д средств со вклада по л/с другого ВСП;5;;;;;;;;;;;;;;;;;2;0;8;2;8;2;;;;;;;;;;;;;;;;;;;;;;;10;3;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;6;0;;;;;;;;;;;;;;;;;1;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;268857754;1;good
268936973;Выдача наличных денежных средств со счета (вклада);4;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;0;1;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;0;NULL;0;NULL;0;good
269575359;Выдача наличных денежных средств со счета (вклада);4;;;;;;;;;;;;;;;;;1;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
269731481;Прием наличных денежных средств на счет (вклад);11;1;0;;;;;;;;;;;0;3;;;1;0;1;1;;;2;1;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;269722644;1;good
270341204;Приход н/д по л/с другого ВСП, ОСБ;3;;;;;;;;;;;;;;;;;4;0;4;4;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;2;;;;;0;0;NULL;0;270330787;1;good
270822769;Закрытие счета (вклада);6;1;0;0;1;;;;;;;;;;;;;2;0;2;0;0;1;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;1;1;NULL;0;270820963;1;good
270888938;Открытие счета (вклада) наличными;1;1;0;0;1;;;;;;;;;;;;;3;0;3;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;270886215;1;good
271019463;Взнос н/д на БК;8;0;1;;;;;;;;;;;0;1;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
271450059;Выдача ценностей операторам;7;;;;;;;;;;;;;;;;;2;1;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
271702707;Закрытие счета (вклада);6;1;0;0;1;;;;;;;;;;;;;2;0;2;0;3;1;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;271657373;1;good
271790043;Выдача н/д средств со вклада по л/с другого ВСП;5;2;0;1;1;;;;;;;;;;;;;6;2;7;2;3;3;3;1;;;;;2;2;;;;;;;;;;;;;1;0;7;4;;;;;;;;;;;;;2;2;;;2;0;;;;;;;;;;;;;5;3;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;271787471;1;271775951;1;good
271877911;Высылка излишков наличных денег;2;;;;;;;;;;;;;2;1;;;2;0;;;;;0;1;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;0;0;271877379;1;NULL;0;good
271913730;Выдача наличных денежных средств со счета (вклада);4;;;;;;;;;;;;;;;;;1;0;6;0;5;1;1;0;;;;;1;0;;;;;;;;;;;;;;;12;1;;;;;;;;;1;0;;;1;0;;;1;0;;;;;;;;;;;;;7;2;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;0;NULL;0;NULL;0;good
272062095;Открытие счета (вклада) наличными;1;1;0;0;1;;;;;;;;;;;;;3;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;1;0;;;;;3;0;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;272043874;1;good
272373766;Выдача н/д средств со вклада по л/с другого ВСП;5;4;0;3;1;;;;;;;;;;;;;3;7;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;NULL;0;NULL;0;good
272409360;Выдача наличных денежных средств со счета (вклада);4;;;0;2;0;2;;;;;;;;;;;4;2;2;0;16;2;2;2;;;;;2;2;;;;;;;;;;;;;;;24;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
272559508;Выдача наличных денежных средств со счета (вклада);4;0;2;0;1;;;;;;;;;;;;;1;0;;;;;;;;;;;0;2;;;;;;;;;;;0;1;0;1;1;0;;;;;;;;;2;0;;;0;2;;;1;0;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;1;0;NULL;0;NULL;0;good
272697712;Высылка излишков наличных денег;2;;;;;;;;;;;;;7;2;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;272695807;1;NULL;0;good
272987899;Выдача н/д средств со вклада по л/с другого ВСП;5;1;0;;;3;0;;;;;;;;;1;1;4;0;4;2;4;0;1;0;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;1;2;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;272986809;1;good
273398676;Выдача наличных денежных средств со счета (вклада);4;;;;;;;;;;;;;;;;;1;0;2;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;273396723;1;good
273783100;Взнос н/д на БК;8;1;0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
274229799;Прочие операции;16;2;1;2;2;0;1;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;3;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;274229684;1;NULL;0;good
275200931;Выдача наличных денежных средств со счета (вклада);4;2;1;1;2;;;;;;;;;;;;;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;275202330;1;275178997;1;good
275480607;Выдача н/д средств со вклада по л/с другого ВСП;5;2;0;1;1;;;;;1;0;;;;;;;2;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;275440032;1;good
275574865;Выдача наличных денежных средств со счета (вклада);4;;;;;;;;;;;;;;;;;4;2;2;2;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
275851966;Подкрепление валюты в филиале;9;1;0;;;;;;;;;;;;;;;2;0;2;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
